heart_rate,oxygen_level,steps,sleep_hours,activity_level,stress_level
105,100.0,4556,5.7,Sedentary,2
85,99.08,5053,6.0,Highly Active,9
61,97.95,15944,6.1,Highly Active,4
69,100.0,1921,7.7,Active,2
58,97.56,2796,5.8,Highly Active,1
73,97.44,2583,5.2,Sedentary,1
72,95.69,7536,6.7,Highly Active,2
86,95.68,4465,7.3,Highly Active,6
80,95.39,7718,8.6,Highly Active,8
80,97.84,4630,5.9,Sedentary,5
90,97.01,11848,7.9,Active,10
71,100.0,3696,6.7,Highly Active,7
40,98.61,15490,8.0,Active,7
106,99.38,892,8.3,Sedentary,6
61,98.95,691,5.4,Active,9
85,95.84,7464,9.5,Highly Active,9
69,97.59,3457,6.8,Active,1
95,98.84,4258,4.8,Active,4
60,94.52,8336,4.8,Highly Active,7
67,98.37,314,8.5,Active,5
83,97.51,4045,8.1,Highly Active,1
78,91.03,15758,5.7,Highly Active,1
83,94.41,4194,5.9,Active,10
76,96.04,5940,4.1,Sedentary,9
89,97.01,4366,6.8,Active,9
97,100.0,4586,8.8,Highly Active,2
80,96.55,1876,6.1,Sedentary,3
80,96.89,1252,6.0,Highly Active,1
101,100.0,3018,6.9,Sedentary,9
82,100.0,1274,8.8,Sedentary,10
54,96.52,9201,5.5,Sedentary,9
49,97.52,7331,6.2,Sedentary,4
84,98.06,2626,6.7,Active,9
84,97.54,5608,6.1,Highly Active,8
64,98.33,12378,5.6,Active,3
80,98.31,12791,6.1,Active,3
61,97.62,7437,4.7,Sedentary,10
83,97.49,927,5.6,Sedentary,7
83,96.27,2414,6.5,Sedentary,3
80,97.08,7776,5.9,Sedentary,4
70,95.13,2089,5.7,Sedentary,1
71,96.16,4371,6.5,Highly Active,8
92,97.05,12222,2.8,Active,8
82,99.67,12765,6.8,Active,7
76,99.71,867,8.0,Active,2
84,100.0,16915,7.4,Active,6
89,96.01,8067,8.4,Sedentary,2
65,96.29,6751,4.3,Sedentary,2
83,95.82,1991,8.1,Sedentary,5
71,100.0,18440,6.9,Highly Active,10
79,99.12,123,5.7,Highly Active,8
87,99.77,600,6.7,Highly Active,8
58,97.99,8292,6.7,Highly Active,1
65,99.12,6826,6.6,Highly Active,2
64,95.15,20262,7.8,Active,6
92,93.66,7751,8.6,Highly Active,9
88,99.33,4366,6.6,Sedentary,7
74,95.71,109,6.4,Sedentary,3
80,97.9,6276,5.3,Active,9
60,98.95,10727,4.5,Sedentary,8
55,98.26,1595,6.3,Active,4
85,97.88,2569,7.0,Highly Active,10
75,97.77,990,8.1,Active,6
82,99.55,6694,5.3,Sedentary,3
98,99.63,5811,5.3,Highly Active,5
71,99.4,12257,8.8,Sedentary,2
71,99.41,24627,5.8,Highly Active,6
101,98.96,28792,6.0,Active,2
62,100.0,5639,4.0,Sedentary,3
86,97.77,10913,4.7,Highly Active,7
71,94.6,7531,8.6,Highly Active,4
76,98.9,4080,5.7,Active,9
87,99.06,3899,5.8,Highly Active,5
57,96.26,185,6.0,Highly Active,4
57,94.68,110,5.8,Highly Active,4
73,98.57,8258,6.7,Sedentary,7
58,97.48,4464,8.4,Active,2
75,96.95,1905,5.6,Active,6
86,96.65,16322,8.9,Highly Active,2
73,100.0,7599,6.1,Active,4
94,97.61,2278,5.2,Highly Active,2
101,99.72,1705,3.5,Active,8
69,100.0,19785,5.2,Highly Active,4
98,98.36,6041,4.7,Active,6
97,99.84,12798,6.6,Sedentary,8
93,100.0,7859,8.6,Active,5
43,96.45,5996,8.0,Active,5
60,97.63,9409,6.2,Highly Active,5
78,95.57,3532,5.2,Active,3
73,97.38,16404,7.4,Highly Active,1
89,95.24,13940,4.8,Active,5
52,99.51,9045,8.2,Highly Active,6
53,94.4,9522,5.4,Sedentary,9
86,95.87,3732,7.6,Active,7
53,98.64,12509,7.1,Highly Active,10
70,99.61,18881,5.0,Active,9
75,93.98,11098,8.3,Sedentary,8
65,98.75,999,9.4,Sedentary,10
83,99.29,10813,5.4,Highly Active,10
44,94.64,4373,5.5,Sedentary,10
102,94.42,6568,6.6,Active,8
70,98.02,33099,7.8,Active,8
72,98.94,3117,8.3,Sedentary,3
115,97.07,3000,6.0,Sedentary,10
59,98.01,952,6.0,Highly Active,6
51,93.52,5055,5.7,Highly Active,3
82,97.06,16840,4.5,Active,3
65,97.22,11621,7.8,Sedentary,5
50,94.58,1410,6.7,Sedentary,5
82,98.72,5774,8.8,Highly Active,2
83,96.87,13138,7.7,Active,6
75,96.21,5428,5.9,Active,5
106,95.5,16968,4.8,Active,10
63,98.2,16693,9.3,Sedentary,6
87,98.97,2997,4.0,Active,2
79,97.64,14496,6.0,Active,6
89,99.82,6158,6.0,Sedentary,7
67,98.75,4575,5.5,Highly Active,8
54,100.0,10419,5.2,Active,8
64,95.82,10912,4.7,Sedentary,1
85,99.21,11658,6.4,Sedentary,1
75,97.45,21172,7.0,Active,3
78,95.32,14450,5.7,Active,10
100,96.02,540,5.7,Sedentary,8
74,99.49,13281,4.9,Highly Active,6
67,99.89,10648,6.8,Highly Active,2
81,99.54,18296,6.6,Highly Active,4
49,98.2,9418,7.1,Sedentary,3
49,97.54,14718,5.7,Highly Active,7
72,97.63,72,5.1,Sedentary,3
61,98.51,26655,6.5,Sedentary,5
65,98.34,1483,7.3,Active,8
82,100.0,18576,5.6,Sedentary,9
73,98.09,16,4.7,Highly Active,3
76,93.57,17148,4.7,Active,6
87,97.17,17894,5.2,Active,10
86,98.42,1363,7.7,Highly Active,10
89,98.02,10518,6.5,Active,5
89,96.61,4679,8.4,Active,6
64,99.5,9879,6.5,Active,1
76,94.87,16110,7.1,Active,1
64,97.39,8683,8.2,Sedentary,3
99,94.64,2021,7.0,Highly Active,7
73,99.04,2151,6.1,Highly Active,5
90,98.38,2952,4.7,Active,5
83,96.06,7686,7.4,Active,8
67,98.5,15732,6.2,Highly Active,9
81,99.96,6305,7.0,Highly Active,3
63,99.02,9755,5.6,Active,4
61,96.83,2666,9.5,Active,3
82,100.0,5174,6.9,Highly Active,8
115,96.75,8453,4.8,Active,4
72,100.0,5108,4.4,Highly Active,10
88,95.67,1957,5.6,Highly Active,6
74,97.01,2058,5.8,Sedentary,4
65,99.95,27701,5.7,Active,5
72,97.75,11501,6.1,Sedentary,7
90,96.16,518,6.6,Active,9
81,99.4,658,5.0,Active,9
62,98.95,8112,7.0,Highly Active,5
102,95.1,4277,4.7,Sedentary,4
61,97.91,14871,5.8,Active,3
80,96.62,14309,2.3,Sedentary,4
55,99.66,10714,7.4,Highly Active,1
54,99.89,2153,7.2,Highly Active,2
112,98.0,10838,6.2,Sedentary,8
79,97.01,2676,6.1,Highly Active,8
87,97.88,1966,6.3,Active,3
102,97.31,6907,6.3,Highly Active,6
67,97.24,1944,7.1,Highly Active,5
62,96.0,3288,8.5,Sedentary,5
88,96.38,11053,6.2,Sedentary,6
106,95.57,2646,5.2,Active,4
99,98.87,12952,5.9,Active,7
92,94.23,418,6.3,Active,4
64,98.05,29818,5.2,Sedentary,5
64,95.77,3775,4.1,Sedentary,5
61,98.88,2750,4.5,Highly Active,5
72,97.62,18009,7.2,Highly Active,1
46,96.23,994,5.5,Highly Active,6
59,98.88,3112,6.6,Active,3
57,97.1,3866,7.9,Active,9
84,98.83,6269,4.8,Highly Active,3
60,97.05,33590,6.3,Sedentary,9
82,98.16,13013,5.0,Sedentary,1
88,97.36,7999,6.3,Highly Active,1
66,100.0,1557,6.7,Sedentary,3
64,94.59,5585,6.1,Active,3
62,99.1,1685,5.9,Highly Active,2
58,98.96,2513,6.9,Sedentary,3
68,96.53,8106,5.9,Highly Active,4
76,96.19,1427,5.9,Highly Active,7
77,100.0,7,6.4,Active,1
75,95.97,6572,5.8,Active,8
40,97.83,16213,4.9,Active,9
84,96.86,1477,10.0,Highly Active,9
93,97.15,3378,2.0,Active,2
66,98.68,17369,5.4,Active,4
48,96.5,8519,5.8,Active,4
92,99.21,9874,6.8,Active,7
58,100.0,7651,5.8,Sedentary,8
77,97.05,8013,5.5,Sedentary,1
77,97.9,6574,7.6,Highly Active,5
73,93.92,428,6.1,Sedentary,3
89,97.89,25770,9.2,Sedentary,1
81,98.95,2037,8.5,Sedentary,8
102,97.97,3415,6.9,Active,8
104,97.8,1369,6.1,Sedentary,2
79,96.69,12343,5.5,Sedentary,7
74,97.3,22997,7.8,Highly Active,2
66,95.92,2330,6.1,Highly Active,3
77,99.85,8582,7.2,Active,10
64,96.77,777,7.8,Highly Active,5
86,95.97,18478,5.3,Sedentary,9
83,96.49,6612,7.2,Sedentary,5
81,97.06,4711,6.6,Active,5
69,100.0,5217,7.1,Sedentary,10
53,94.82,4814,7.3,Sedentary,7
84,99.89,5775,4.8,Sedentary,3
83,97.99,3499,9.6,Active,8
86,93.74,1106,6.6,Highly Active,5
57,95.48,7647,7.3,Active,4
52,99.01,11008,6.6,Sedentary,9
78,96.29,12873,7.9,Active,2
69,97.74,3630,4.5,Sedentary,4
96,100.0,26858,6.3,Active,2
74,95.45,452,7.2,Active,1
93,99.29,10778,6.0,Active,10
88,100.0,944,5.5,Highly Active,5
58,96.05,12186,7.0,Active,8
61,99.56,7808,5.1,Active,5
55,96.95,9038,8.0,Sedentary,10
76,97.34,19634,7.2,Active,10
55,99.83,3660,7.2,Sedentary,10
68,97.13,1394,7.4,Highly Active,1
43,93.93,3359,4.6,Highly Active,1
79,97.86,27051,5.4,Active,9
116,95.44,4707,6.8,Sedentary,10
76,97.48,21344,4.9,Active,9
78,98.74,519,5.6,Highly Active,5
72,95.99,9329,7.1,Active,9
84,100.0,1716,5.3,Sedentary,5
63,98.38,4899,7.4,Sedentary,3
64,99.72,14442,4.8,Sedentary,1
55,100.0,10040,7.4,Sedentary,2
74,100.0,1846,9.7,Highly Active,10
96,97.43,2555,5.5,Active,2
68,96.75,8898,8.2,Highly Active,3
45,98.2,24134,6.6,Highly Active,8
57,98.92,2300,4.7,Active,2
77,99.41,6212,7.0,Sedentary,4
84,95.97,31294,6.8,Highly Active,7
66,98.0,2824,7.8,Highly Active,4
64,100.0,33514,5.0,Active,8
83,93.28,806,4.4,Highly Active,1
76,96.79,4201,5.3,Highly Active,9
68,99.69,2060,7.8,Active,2
65,96.0,225,6.1,Sedentary,9
75,99.92,5878,6.4,Sedentary,9
95,99.32,8446,7.2,Sedentary,6
69,97.59,1125,7.0,Active,4
68,98.24,1309,9.4,Active,1
100,98.33,6893,7.6,Sedentary,8
89,99.67,6610,7.8,Active,1
86,95.39,5914,7.5,Active,3
92,99.68,1954,7.6,Sedentary,10
52,94.05,9208,6.7,Sedentary,8
98,98.29,3708,5.8,Highly Active,5
86,100.0,7847,6.7,Sedentary,5
82,96.47,2248,4.3,Sedentary,5
63,98.83,1035,6.3,Sedentary,6
64,98.03,1536,7.8,Sedentary,3
64,100.0,3162,7.0,Active,5
59,98.75,10253,6.3,Highly Active,1
83,99.73,4187,6.1,Highly Active,7
73,99.62,1717,8.3,Sedentary,6
106,100.0,1516,8.0,Sedentary,6
51,96.07,3669,4.9,Highly Active,3
61,95.52,5830,6.9,Highly Active,1
75,100.0,3487,7.0,Highly Active,10
84,98.33,16446,6.2,Sedentary,2
76,93.61,3599,3.4,Sedentary,9
80,97.86,9506,6.8,Sedentary,3
68,98.01,6078,7.1,Active,5
85,98.84,1575,5.6,Active,8
98,94.43,7997,7.8,Highly Active,1
65,98.57,2010,7.3,Highly Active,1
78,98.59,10724,5.8,Highly Active,10
69,96.86,14064,8.8,Highly Active,10
83,98.6,4556,7.2,Sedentary,5
50,98.5,390,5.3,Highly Active,6
69,100.0,9359,3.4,Active,2
66,96.48,4407,6.8,Sedentary,2
69,96.23,695,5.7,Highly Active,1
40,96.3,2815,6.5,Highly Active,10
105,97.13,2404,6.1,Sedentary,6
40,94.81,9072,3.2,Active,1
55,98.07,6191,4.8,Highly Active,7
56,100.0,4867,5.7,Highly Active,9
77,97.75,9018,5.6,Active,9
85,100.0,8862,6.6,Active,5
58,99.66,4169,6.9,Active,9
58,98.28,1015,7.2,Sedentary,2
78,99.07,1222,8.6,Sedentary,3
59,99.29,22386,4.1,Sedentary,1
94,96.94,20990,6.5,Highly Active,5
57,99.17,4270,5.3,Sedentary,3
83,97.82,196,6.9,Active,10
98,99.09,3286,3.8,Active,2
76,100.0,15783,8.8,Active,3
48,97.28,2378,6.0,Sedentary,5
81,94.03,6810,7.3,Sedentary,9
74,95.85,12207,9.0,Active,1
75,95.98,6684,2.6,Highly Active,10
82,97.78,6843,8.5,Active,4
70,100.0,8595,6.4,Highly Active,4
91,98.72,4557,8.8,Active,3
77,96.2,9579,5.9,Sedentary,3
79,99.75,24207,6.9,Sedentary,4
90,97.07,12097,7.7,Highly Active,8
99,95.02,5099,6.5,Active,1
57,100.0,27006,8.5,Active,3
67,97.98,6539,7.6,Highly Active,5
96,99.1,470,5.2,Highly Active,1
104,97.35,9175,7.6,Highly Active,1
71,99.07,12006,6.4,Sedentary,8
79,96.35,1014,6.5,Sedentary,9
78,99.83,17761,7.9,Sedentary,9
78,97.64,2027,5.1,Active,2
95,96.31,6156,8.5,Sedentary,6
47,99.84,2247,8.4,Sedentary,3
65,97.28,10423,5.6,Active,4
84,97.24,6084,9.1,Active,4
67,95.74,3911,6.2,Sedentary,6
79,100.0,206,7.4,Sedentary,3
79,96.26,11411,5.8,Active,6
97,99.36,3482,6.7,Highly Active,5
77,98.81,13238,2.6,Sedentary,8
59,99.18,2839,3.7,Sedentary,1
75,98.46,649,7.7,Sedentary,4
75,98.74,4107,5.9,Sedentary,3
78,98.52,4658,3.8,Highly Active,7
102,99.46,854,7.4,Sedentary,7
86,96.88,3899,8.1,Sedentary,4
87,98.32,1538,6.3,Sedentary,1
102,96.56,14568,4.2,Highly Active,10
69,96.7,4983,3.7,Active,7
67,100.0,21251,4.7,Active,1
93,95.15,2924,5.3,Sedentary,8
82,99.34,2923,9.1,Sedentary,1
74,100.0,2895,6.2,Highly Active,3
72,99.13,10735,5.6,Highly Active,3
73,100.0,2326,8.1,Sedentary,10
74,98.8,2378,7.3,Sedentary,5
70,97.41,336,6.6,Sedentary,2
83,98.04,23540,6.2,Highly Active,8
86,99.8,15219,6.5,Highly Active,1
66,100.0,2422,6.7,Active,6
88,100.0,5149,6.2,Highly Active,9
55,97.82,4615,6.7,Highly Active,5
82,96.72,643,6.0,Sedentary,10
73,97.73,842,6.1,Highly Active,9
71,99.85,643,5.4,Active,5
67,97.5,6223,7.1,Highly Active,4
75,99.95,352,7.7,Active,4
66,100.0,6930,7.0,Active,9
92,97.74,8598,5.7,Sedentary,2
43,98.33,5922,6.6,Highly Active,10
72,98.73,4437,6.7,Sedentary,10
46,97.44,439,6.8,Sedentary,2
95,100.0,10326,6.8,Active,3
92,97.57,7295,5.9,Highly Active,7
76,95.5,937,4.6,Sedentary,8
75,95.67,8152,4.6,Highly Active,7
90,96.32,5988,7.8,Highly Active,1
91,97.1,1277,4.4,Sedentary,4
66,99.75,9854,6.9,Active,7
85,99.62,12416,6.7,Active,9
60,99.79,1853,5.2,Active,10
69,98.03,7072,7.8,Active,2
65,97.51,422,5.7,Active,10
69,94.33,13831,4.9,Highly Active,3
50,99.9,12033,7.6,Sedentary,7
61,97.57,5308,6.9,Sedentary,3
62,97.27,5027,10.3,Sedentary,2
95,99.04,1367,7.2,Highly Active,5
64,98.32,1102,7.4,Sedentary,2
86,97.54,13017,8.0,Sedentary,6
91,100.0,14141,5.5,Sedentary,3
71,97.53,529,5.0,Sedentary,4
68,99.62,16789,4.5,Highly Active,5
61,100.0,27653,8.1,Highly Active,1
48,99.78,10461,5.2,Highly Active,2
86,96.8,3052,6.8,Sedentary,7
85,98.73,3643,8.9,Active,7
82,98.17,14262,3.8,Active,8
40,97.61,2301,7.5,Highly Active,7
72,96.13,1071,6.5,Sedentary,8
84,98.44,12114,6.4,Highly Active,6
94,100.0,1504,6.6,Active,2
79,100.0,16649,6.5,Active,6
77,100.0,6339,7.3,Highly Active,6
80,96.13,10465,7.3,Active,4
71,95.01,116,4.8,Sedentary,7
64,100.0,8751,9.7,Sedentary,2
57,99.65,6388,6.3,Sedentary,10
79,96.48,1715,9.2,Highly Active,3
54,100.0,12380,5.3,Active,8
70,99.95,2020,6.5,Active,3
53,99.12,1204,5.0,Highly Active,6
81,99.29,25470,4.4,Highly Active,3
83,93.88,1514,7.7,Active,1
70,97.25,11380,7.4,Sedentary,4
84,100.0,2137,5.8,Highly Active,10
72,96.86,2070,5.7,Highly Active,3
86,98.44,3834,8.0,Active,8
58,100.0,13089,6.5,Active,7
103,99.75,8143,5.2,Highly Active,7
41,95.65,339,6.3,Sedentary,8
92,100.0,21816,7.5,Highly Active,7
66,99.48,562,6.6,Sedentary,5
90,99.01,1625,6.2,Sedentary,1
58,97.26,12865,3.5,Highly Active,1
83,96.22,13882,6.2,Highly Active,7
64,98.88,5609,6.9,Highly Active,5
83,96.8,3609,7.2,Highly Active,2
75,96.82,11038,7.7,Highly Active,8
64,97.27,14502,5.6,Sedentary,6
54,99.57,9383,8.8,Active,1
78,96.6,16620,7.9,Highly Active,7
81,96.42,6894,6.7,Highly Active,7
63,97.69,5938,9.4,Active,7
58,97.71,7447,5.8,Highly Active,6
86,98.01,5765,8.6,Sedentary,6
89,97.34,19052,8.8,Sedentary,7
73,96.18,3268,5.2,Active,6
82,97.14,3707,6.2,Active,3
84,96.87,106,8.6,Sedentary,1
76,97.82,5241,5.5,Highly Active,3
69,97.1,986,6.1,Active,6
91,98.45,8811,2.4,Highly Active,2
94,96.75,8980,8.2,Highly Active,3
58,100.0,5538,5.1,Sedentary,7
70,98.96,5348,7.2,Sedentary,7
96,97.58,7280,5.7,Sedentary,1
108,96.92,5663,4.2,Sedentary,5
77,99.83,9712,6.0,Sedentary,6
54,96.26,15745,5.6,Highly Active,5
87,100.0,5377,6.7,Active,8
74,95.13,818,6.0,Sedentary,5
59,100.0,983,8.5,Active,6
78,97.16,3300,5.7,Highly Active,4
55,95.4,4800,6.3,Highly Active,3
77,96.66,1785,6.9,Active,8
61,97.38,4220,6.4,Active,1
45,96.87,1021,5.7,Active,10
50,98.71,1929,6.6,Active,6
65,98.57,9269,7.3,Sedentary,6
82,100.0,29669,7.8,Active,8
93,98.17,1442,3.3,Sedentary,5
96,95.35,2899,7.3,Highly Active,10
52,97.65,3023,5.5,Sedentary,5
71,98.28,1769,8.2,Sedentary,2
65,96.98,1598,7.9,Sedentary,10
73,99.28,988,7.9,Sedentary,10
96,99.54,16665,5.6,Sedentary,8
77,96.73,7336,4.4,Highly Active,6
108,94.19,2090,8.3,Sedentary,7
51,96.26,6236,3.5,Highly Active,6
67,97.47,8363,8.6,Highly Active,1
83,98.28,2042,7.0,Highly Active,2
78,97.73,2985,6.7,Highly Active,5
90,96.32,2403,5.3,Sedentary,8
78,100.0,3420,5.8,Active,3
63,100.0,5339,5.8,Active,2
75,96.03,3774,5.4,Highly Active,2
96,99.83,6881,3.4,Active,1
55,100.0,15237,8.8,Active,8
98,100.0,17338,6.3,Highly Active,9
72,94.82,2203,5.1,Sedentary,1
87,95.58,3951,5.6,Sedentary,1
95,98.12,4203,7.7,Sedentary,3
76,96.61,2435,6.1,Highly Active,5
88,94.03,831,6.6,Active,6
65,99.77,12767,6.1,Sedentary,2
79,95.69,7834,8.2,Sedentary,7
88,100.0,49119,8.6,Highly Active,8
79,96.0,4830,6.3,Sedentary,2
83,97.11,2811,5.1,Highly Active,3
79,99.27,4001,1.8,Highly Active,2
63,96.66,2596,7.0,Highly Active,4
74,97.58,32788,4.5,Active,9
75,98.53,15549,5.8,Highly Active,7
73,99.41,8287,6.9,Highly Active,10
80,99.44,2704,7.9,Highly Active,1
87,94.46,6823,7.7,Highly Active,5
79,97.95,8615,7.4,Sedentary,8
86,96.21,2766,5.6,Sedentary,3
67,98.02,9025,7.4,Highly Active,2
76,98.42,2459,6.4,Sedentary,5
77,94.79,380,2.5,Sedentary,7
40,100.0,1901,8.2,Highly Active,1
61,100.0,6765,9.1,Sedentary,1
90,96.75,6397,6.8,Active,5
63,95.77,4960,4.1,Active,3
71,100.0,2028,6.2,Highly Active,3
74,100.0,4116,6.6,Sedentary,6
54,99.5,1089,6.5,Sedentary,1
98,95.55,7601,10.3,Active,8
74,100.0,14236,6.1,Highly Active,7
62,96.26,4361,5.6,Sedentary,7
84,97.63,1677,6.7,Sedentary,5
70,100.0,12317,6.3,Sedentary,6
75,97.18,2629,5.4,Sedentary,8
96,98.47,6309,3.9,Active,8
66,100.0,549,7.6,Highly Active,7
92,95.58,8859,5.2,Active,1
69,100.0,4322,5.0,Active,10
79,97.86,19116,4.3,Sedentary,8
69,100.0,4734,7.5,Sedentary,5
59,96.45,118,7.3,Highly Active,10
81,94.93,22501,6.8,Sedentary,2
91,94.04,86,7.6,Highly Active,6
84,99.03,5373,7.1,Highly Active,3
83,98.91,7028,7.4,Active,9
85,100.0,7959,8.0,Sedentary,4
80,96.71,11667,6.8,Active,5
87,95.52,10285,5.1,Sedentary,1
83,100.0,8439,3.9,Highly Active,3
67,99.68,7105,7.9,Sedentary,2
85,97.66,1958,5.7,Sedentary,6
56,97.46,961,6.6,Highly Active,5
64,93.13,24814,9.8,Sedentary,6
127,94.8,9388,3.8,Highly Active,6
84,97.72,9689,6.7,Sedentary,6
58,99.18,1277,6.0,Active,1
54,97.35,1986,6.5,Sedentary,5
57,100.0,224,5.2,Highly Active,9
62,95.26,7717,4.8,Highly Active,1
67,98.32,3734,6.1,Highly Active,3
87,100.0,2702,7.0,Active,2
72,96.11,788,4.1,Active,3
85,98.09,6052,3.3,Highly Active,9
60,98.6,4114,6.5,Highly Active,6
81,97.13,6246,5.7,Active,5
72,97.38,978,7.1,Active,4
101,96.55,6156,5.7,Active,4
59,97.75,2104,8.6,Highly Active,7
79,96.4,11110,5.6,Active,2
72,93.67,4414,5.3,Sedentary,5
74,98.15,11737,7.1,Active,2
72,100.0,16882,6.1,Highly Active,10
64,100.0,2649,8.1,Highly Active,1
70,98.75,362,6.9,Highly Active,9
52,99.83,5447,8.1,Sedentary,7
92,100.0,8791,4.8,Sedentary,4
94,95.92,6204,5.6,Sedentary,4
89,99.79,8155,7.3,Sedentary,3
82,99.72,14065,5.7,Sedentary,8
60,96.08,990,6.6,Highly Active,10
92,99.1,4218,8.6,Active,1
40,98.57,4246,3.5,Sedentary,4
59,100.0,18686,6.3,Active,5
93,99.74,2774,4.9,Highly Active,8
91,96.39,6668,6.3,Sedentary,3
103,97.3,363,5.6,Sedentary,1
75,97.19,14758,6.1,Highly Active,10
84,99.92,10136,6.5,Highly Active,4
70,97.5,2757,5.3,Sedentary,3
76,100.0,2603,4.5,Highly Active,7
45,96.5,28451,5.6,Sedentary,4
82,98.73,1276,6.0,Highly Active,8
68,97.29,1849,5.1,Active,1
63,99.6,2401,6.4,Sedentary,1
86,93.93,19416,5.5,Active,1
96,95.92,6881,3.9,Highly Active,10
88,99.15,1674,7.4,Active,9
62,99.77,11407,7.5,Active,3
85,96.73,17936,5.0,Sedentary,6
71,100.0,3616,5.7,Sedentary,5
78,99.04,2597,7.2,Sedentary,10
52,97.72,1713,6.5,Highly Active,1
71,94.99,1575,8.9,Sedentary,8
79,97.24,3733,7.8,Active,9
88,97.15,104,3.9,Sedentary,10
93,97.05,8592,7.7,Highly Active,2
57,98.93,1027,7.9,Highly Active,10
93,97.43,10821,6.0,Sedentary,5
74,98.6,26107,7.2,Highly Active,3
89,100.0,11205,7.4,Highly Active,7
86,97.18,25280,5.1,Sedentary,4
95,97.56,12863,4.4,Sedentary,7
71,99.1,418,9.6,Sedentary,3
77,98.49,13079,9.2,Active,10
71,99.27,4629,6.7,Sedentary,2
58,100.0,4271,8.8,Sedentary,2
77,97.51,18,6.0,Highly Active,3
46,100.0,7795,6.2,Highly Active,5
91,97.05,10948,5.1,Highly Active,4
77,96.65,2761,3.0,Active,4
79,99.88,4057,8.5,Sedentary,7
67,99.69,3149,6.9,Active,1
78,96.68,9792,7.7,Highly Active,6
95,97.72,1824,7.1,Active,6
80,97.99,1041,5.2,Highly Active,3
67,97.41,4061,6.9,Highly Active,4
64,97.38,2309,4.9,Sedentary,1
74,96.02,4048,4.5,Active,1
83,100.0,22869,5.5,Sedentary,9
70,95.5,23946,9.8,Active,8
60,100.0,8633,7.6,Active,10
83,99.85,10509,6.9,Active,1
62,96.61,1593,3.2,Active,5
68,97.99,3286,6.3,Sedentary,8
56,99.41,6498,4.8,Active,10
60,99.43,9716,6.4,Highly Active,2
88,97.76,1276,6.2,Active,4
90,95.97,4283,5.2,Sedentary,6
91,100.0,1243,8.3,Active,7
91,98.56,7024,7.9,Active,3
84,97.78,12541,8.9,Sedentary,3
90,98.4,9227,4.8,Sedentary,10
61,100.0,1213,9.0,Active,7
77,98.48,12339,6.2,Sedentary,1
73,95.4,2850,5.9,Sedentary,9
79,94.56,2022,6.3,Highly Active,9
64,96.25,4520,8.1,Highly Active,3
90,97.16,6016,4.5,Highly Active,1
63,99.78,247,6.5,Sedentary,8
79,100.0,16382,7.2,Highly Active,6
76,93.81,5016,8.3,Active,10
49,99.24,1493,7.6,Highly Active,1
70,97.26,1227,6.6,Highly Active,3
80,98.7,8121,7.2,Highly Active,5
90,100.0,597,5.4,Highly Active,7
83,100.0,1858,5.3,Sedentary,3
83,98.17,968,6.7,Highly Active,8
70,96.73,2912,10.2,Highly Active,4
60,97.04,1058,8.3,Sedentary,2
98,98.47,1653,6.8,Highly Active,3
86,96.63,4457,6.9,Sedentary,3
73,99.18,999,6.3,Highly Active,3
80,94.56,10456,7.7,Highly Active,9
62,100.0,2757,7.6,Sedentary,6
69,100.0,2092,6.4,Sedentary,4
94,97.04,14517,4.9,Sedentary,5
74,99.83,3897,6.2,Highly Active,3
80,100.0,13900,5.2,Sedentary,1
93,99.43,9496,4.7,Highly Active,7
74,99.12,676,7.4,Highly Active,7
61,94.61,11759,7.0,Active,5
76,97.43,5434,5.1,Sedentary,3
66,97.7,7924,6.0,Highly Active,6
54,100.0,1730,7.0,Sedentary,3
87,95.44,2,6.9,Highly Active,2
71,100.0,2842,7.2,Active,3
78,95.5,667,6.4,Active,8
104,100.0,15780,7.7,Active,6
74,97.42,885,8.1,Active,3
91,97.51,10113,11.0,Sedentary,6
84,99.96,19616,8.5,Highly Active,5
66,95.65,1123,6.7,Sedentary,9
80,99.94,2978,6.4,Active,1
64,95.41,8774,5.1,Highly Active,6
67,99.83,267,6.9,Sedentary,4
65,99.38,513,7.0,Highly Active,3
74,93.63,896,10.5,Sedentary,2
74,99.77,5876,5.4,Active,9
66,100.0,396,5.3,Highly Active,7
71,98.22,6214,6.9,Active,10
46,100.0,2935,5.7,Active,1
59,97.56,7748,7.1,Highly Active,7
70,100.0,10664,5.8,Active,7
100,92.72,10971,6.1,Highly Active,1
84,96.76,269,7.1,Active,9
60,100.0,20588,5.6,Highly Active,4
74,97.38,15823,7.3,Highly Active,10
89,98.03,9158,5.8,Highly Active,2
57,94.56,1734,8.1,Active,1
79,99.4,13240,7.8,Active,6
67,96.86,17048,7.2,Highly Active,10
73,96.74,11790,8.5,Highly Active,8
79,99.83,16436,7.8,Sedentary,3
95,97.26,5227,6.0,Active,2
76,100.0,1170,5.2,Active,10
84,100.0,6554,7.7,Active,10
74,98.06,2977,6.3,Sedentary,1
88,100.0,665,7.0,Highly Active,7
50,96.71,268,7.1,Highly Active,3
74,99.49,8318,4.5,Active,8
105,96.06,2115,7.1,Sedentary,3
68,98.91,3409,8.2,Sedentary,7
81,97.65,2573,4.5,Active,3
58,98.95,1175,8.5,Highly Active,10
69,96.3,8925,8.6,Active,4
51,97.52,18125,3.7,Active,4
76,98.95,12660,8.1,Sedentary,10
80,98.21,16629,6.0,Sedentary,6
84,97.66,19360,5.9,Highly Active,1
